,Aspect,Category,TweetID
419,"dass du den Autoren der diesjährigen #tddl unterstellst,dass sie Eulen nach Athen getragen hätten",META_Online-Assessment,1145087548869554176
420,Autoren,CONTENDER_General,1145087548869554176
421,Text,TEXT_General,1144940955491061760
422,schreiben,TEXT_Language_Style,1144940955491061760
423,Hauptfigur,TEXT_Characters,1144940955491061760
424,"Kastberger: stilistisch gelungen, moralisch verwerflich. Der Plauderton des Textes mache ihn unerträglich.",JURY_Discussion_Valuation,1144941118297137152
425,stilistisch,TEXT_Language_Style,1144941118297137152
426,moralisch,TEXT_General-Content_Plot,1144941118297137152
427,Plauderton des Textes,TEXT_Language_Style,1144941118297137152
428,Instrumenralisierung (Wilke),JURY_Discussion_Valuation,1144941371108876288
429,obszön (Winkels),JURY_Discussion_Valuation,1144941371108876288
430,unerträglich (Kastberger),JURY_Discussion_Valuation,1144941371108876288
431,Text von Katharina Schultens,TEXT_General,1144157372237135872
432,Katharina Schultens,CONTENDER_General,1144157372237135872
433,Einige Besucher nutzen den Text als Fächer,ONSITE-AUDIENCE_Behaviour,1144158097180692482
434,Text,TEXT_General,1144158097180692482
435,Perspektivschneise im Text,TEXT_PoV_Narration,1144156969063845890
436,Trend „spekulative Waldprosa“,TEXT_General,1144157289441615872
437,das,META_Online-Assessment,1144158056005197824
438,tddl zu sehen,META_Main-Event,1144158056005197824
439,Autor*innen,CONTENDER_General,1144158056005197824
440,zynischen Kommentare,META_Online-Assessment,1144158056005197824
441,Jury,JURY_General,1144158056005197824
442,nach unten treten,META_Online-Assessment,1144158056005197824
443,man darf nicht? #Kastberger,JURY_Discussion_Valuation,1144941164010885120
444,Mit Dialekt sprechend über Dialekt im Text schimpfen,JURY_Discussion_Valuation,1144941434618994690
445,Dialekt sprechend,JURY_Voice_Language-Use,1144941434618994690
446,Dialekt im Text,TEXT_Language_Style,1144941434618994690
447,Chatsprache,TEXT_Language_Style,1145063554648805376
448,Reise durch Deutschland.,TEXT_General-Content_Plot,1145063554648805376
449,Überblende,TEXT_Language_Style,1145063554648805376
450,"Man erfährt nicht, wie es weitergeht, es geht nix weiter. So klebt die Mövenkacke im Schuh.",TEXT_General-Content_Plot,1145063554648805376
451,Jurydiskussion,JURY_Discussion_Valuation,1145063554648805376
452,Frau Wilke und Herr Kasperger werden nach Cuxhaven reisen.,JURY_Behaviour,1145063554648805376
453,vier gesehen,READING_General,1145091563611181056
454,Diskussion,JURY_Discussion_Valuation,1145091563611181056
455,online nachholen,META_Technology_Social-Media,1145091563611181056
456,meinen Vorschlag,META_Online-Assessment,1144137583405993986
457,Narrations-,TEXT_PoV_Narration,1144137583405993986
458,Sprach-,TEXT_Language_Style,1144137583405993986
459,Form-,TEXT_Form,1144137583405993986
460,Motiv-,TEXT_Motifs_Themes,1144137583405993986
461,https://twitter.com/diefurche/status/1133484947765907456,META_Online-Assessment,1144137583405993986
462,Hitzekollaps,META_Weather,1145022059250159616
463,Hitzekollaps der Literaturkritik,"JURY_Discussion_Valuation,META_Literature_Literary-Prizes",1145022059250159616
464,Literatur,META_Literature_Literary-Prizes,1144148150724288512
465,https://twitter.com/iwonalaub/status/1143908459383001088,META_Online-Assessment,1144148150724288512
466,Greta Thunberg der Literatur,META_Literature_Literary-Prizes,1144991002815582208
467,„Männertag“,CONTENDER_Gender,1145002713152937984
468,Bachmann-Wettschwimmen,META_Side-Event,1145001610780774400
469,Wettbewerbe wie der #tddl,META_Literature_Literary-Prizes,1144990748342980608
470,Longlists,META_Longlist,1144990748342980608
471,"Longlists, Shortlists, Fastgewinner, Sieger",META_Literature_Literary-Prizes,1144990748342980608
472,Shortlists,META_Shortlist,1144990748342980608
473,Fastgewinner,META_Winner_Award-Ceremony,1144990748342980608
474,Sieger,META_Winner_Award-Ceremony,1144990748342980608
475,Preise,META_Literature_Literary-Prizes,1144990748342980608
476,tddl,META_Main-Event,1145021276534321152
477,Bachmannpreis,META_Main-Event,1145021276534321152
478,tddl,META_Main-Event,1144148025348100096
479,tddl,META_Main-Event,1144136020373454848
480,Text,TEXT_General,1145092560886665216
481,konzertanten Performance des Umblätterns,ONSITE-AUDIENCE_Behaviour,1145092560886665216
482,TV-Publikum im Studio,ONSITE-AUDIENCE_General,1145092560886665216
483,im Studio,META_Location,1145092560886665216
484,an den Geräten,META_Technology_Social-Media,1145092560886665216
485,Simultanität des Papierraschelns,ONSITE-AUDIENCE_Behaviour,1145092560886665216
486,den Onlinern,"META_Technology_Social-Media,META_Online-Assessment",1145092560886665216
487,Blog,META_Technology_Social-Media,1145063604682723328
488,Bachmann-Wettbewerb,META_Main-Event,1145063604682723328
489,Story-telling,META_Literature_Literary-Prizes,1144941456307699712
490,"Story-telling in a nutshell: Formal gelungener Kitsch. Geht scheißen, Ihr Dozenten.",JURY_Discussion_Valuation,1144941456307699712
491,Arno Schmidt,ALLO-REFERENCES_TEXT_Other-Author,1144941201868697600
492,tddl,META_Main-Event,1144941201868697600
493,tddl,META_Main-Event,1144158000573243392
494,hören,READING_Pronunciation_Intonation_Understandability,1144157280570621952
495,Text zum mitlesen,TEXT_General,1144157280570621952
496,gomringernora Leia,JURY_Appearance_Clothing,1144156849526251521
497,Erste Lesung,READING_General,1144160468786982912
498,Künftige Welt - radikal gedacht.,TEXT_General-Content_Plot,1144160468786982912
499,Brutal und poetisch,TEXT_Language_Style,1144160468786982912
500,Schultens,CONTENDER_General,1144160767119417344
501,"Satz wie ""hatte das Kind endlich angefangen zu singen, mit einer hellen, zitternden Stimme""",TEXT_Language_Style,1144160767119417344
502,"hatte das Kind endlich angefangen zu singen, mit einer hellen, zitternden Stimme",TEXT_Quote,1144160767119417344
503,Sätze wie der,TEXT_Language_Style,1144160767119417344
504,Feministisches Kyrie eleison,TEXT_General-Content_Plot,1144158716067033088
505,einstieg von katharina schultens,TEXT_General,1144159040181854208
506,erinnert mich an den report der magd,ALLO-REFERENCES_TEXT_Other-Text,1144159040181854208
507,Maxim Biller,ALLO-REFERENCES_TEXT_Other-Author,1144944911000711168
508,tddl,META_Main-Event,1144944911000711168
509,Shortlist,META_Shortlist,1144954212591251457
510,Kastberger,JURY_General,1144944034097614849
511,Gomringer verteidigt den Text.,JURY_Discussion_Valuation,1144941683831988224
512,"Wiederstein der für ""seinen"" #Beyer-Text kämpft",JURY_Discussion_Valuation,1144943097001971712
513,"Jury der einfältige Reflex, den diese selbst beklagt: Sie wünschen sich ihre alte Klischees zurück.",JURY_Discussion_Valuation,1144943097001971712
514,"Beyer versucht uns zu zeigen, wie das Monströse immer uns Normale benutzt.",CONTENDER_General,1144943097001971712
515,tddl,META_Main-Event,1144155587011383296
516,tddl,META_Main-Event,1144156000687206400
517,Video Material,META_Montage,1144156000687206400
518,Kummer,CONTENDER_General,1144979827302313985
519,Braucht Literatur Wettbewerbe?,META_Literature_Literary-Prizes,1144985604612116481
520,Wutausbruch von Bewerbs-Teilnehmerin Katharina Schultens.,CONTENDER_General,1144985604612116481
521,zeitgenössischen österreichischen Literatur,META_Literature_Literary-Prizes,1144152403928920064
522,tddl,META_Main-Event,1144153162628108289
523,"erste Lesende, Katharina Schultens, hat also auch in St. Louis studiert.",CONTENDER_General,1144153084563742720
524,warten alle im Studio,ONSITE-AUDIENCE_Behaviour,1144153084563742720
525,daß es anfängt,META_Main-Event,1144153084563742720
526,Leise läuft The Cure,META_Music,1144153084563742720
527,gleich geht's los,META_Main-Event,1144152171447017473
528,Live auf 3sat und im Stream.,META_Technology_Social-Media,1144152171447017473
529,https://twitter.com/3sat/status/1144139166311223301 …,META_Online-Assessment,1144152171447017473
530,"nur Nora Gomringer weiß, dass es auch nach 1984 viele gute Dystopien gab ...",JURY_Discussion_Valuation,1144985429151834113
531,Nora Gomringer,JURY_General,1144985429151834113
532,1984,ALLO-REFERENCES_TEXT_Other-Text,1144985429151834113
533,tddl,META_Main-Event,1144985429151834113
534,Insa Wilke,JURY_General,1144985429151834113
535,Insa Wilke kennt Ursula K. LeGuin,JURY_Discussion_Valuation,1144985429151834113
536,Ursula K. LeGuin,ALLO-REFERENCES_TEXT_Other-Author,1144985429151834113
537,Handy,META_Technology_Social-Media,1144979281849790464
538,Google,META_Technology_Social-Media,1144979281849790464
539,tipp ich die Adresse ein,META_Technology_Social-Media,1144979281849790464
540,unter Preise abstimmen,META_Voting,1144979281849790464
541,teamjost,CONTENDER_General,1144979281849790464
542,Autorenproträt,META_Videoportrait,1144156017229475840
543,Gleich geht's los beim #bachmannpreis,META_Main-Event,1144155591218253824
544,Lesungen,READING_General,1144155591218253824
545,Dieser Beyer,CONTENDER_General,1144943136944398336
546,Mutter Courage,ALLO-REFERENCES_TEXT_Other-Text,1144941869903859712
547,Mutter Courage Bertolt Brecht. Zum zweiten Mal schon Brecht! #tddlkanon,JURY_Discussion_Valuation,1144941869903859712
548,Bertolt Brecht,ALLO-REFERENCES_TEXT_Other-Author,1144941869903859712
549,Brecht,ALLO-REFERENCES_TEXT_Other-Author,1144941869903859712
550,tddlkanon,ALLO-REFERENCES_General,1144941869903859712
551,Kastberger trifft es!,JURY_Discussion_Valuation,1144944080050409477
552,"im Text steht ""„Haben Sie Kinder?“, fragte er. Er fragte es immer wieder. „Haben Sie Kinder?“ – „Haben Sie Kinder?“ – „Haben Sie Kinder?“ – „Haben Sie Kinder?“ – „Haben Sie Kinder?“""",TEXT_Quote,1144944080050409477
553,beyer Text über Nazi-Mitläufer,TEXT_General-Content_Plot,1144953822198059009
554,tddl,META_Main-Event,1144944850716045313
555,eine Bildergalerie der zuhörender Klagenfurter Schüler,ONSITE-AUDIENCE_General,1144159041972842496
556,buchmannpreis,META_Main-Event,1144158696978731009
557,Frauenpower,CONTENDER_Gender,1144160949718462469
558,ersten Lesetag,META_Main-Event,1144160949718462469
559,Start mit Katharina Schultens,META_Main-Event,1144160949718462469
560,Katharina Schultens,CONTENDER_General,1144160949718462469
561,Text,TEXT_General,1144160496486113280
562,Lippenstift,CONTENDER_Appearance_Clothing,1144160496486113280
563,auf #tddl Tweets geiern,"META_Technology_Social-Media,META_Online-Assessment",1144161013023072256
564,synchron umblättern,ONSITE-AUDIENCE_Behaviour,1144160657178341377
565,literatur,META_Literature_Literary-Prizes,1144160657178341377
566,Bachmannpreis,META_Main-Event,1144158912175845376
567,kollektive Publikum-blättert-um-Geräusch,ONSITE-AUDIENCE_Behaviour,1144158912175845376
568,Nose job,ONSITE-AUDIENCE_Appearance_Clothing,1144158640158519296
569,Text „Das Bein“,TEXT_General,1144160260170665984
570,Vater-Sohn Sterbegeschichte,TEXT_General-Content_Plot,1144160260170665984
571,tddl #bachmannpreishttps,META_Main-Event,1144950269505167361
572,://twitter.com/tddlit/status/1144949899429126145,META_Online-Assessment,1144950269505167361
573,"Frage: ""worüber darf man wie schreiben und warum nicht?""",META_Literature_Literary-Prizes,1144944803299438592
574,Livestream,META_Technology_Social-Media,1144944803299438592
575,Organisation,META_Main-Event,1144944803299438592
576,Autoren,CONTENDER_General,1144944803299438592
577,Jury,JURY_General,1144944803299438592
578,euch für den unterhaltsamen Austausch,META_Online-Assessment,1144944803299438592
579,Der ist ja kein halber Nazi,"JURY_Quote,JURY_Discussion_Valuation",1144943162533863424
580,Der,CONTENDER_General,1144943162533863424
581,an event like the #tddl,META_Main-Event,1144941989743513601
582,German directness (be it from the jury,JURY_Discussion_Valuation,1144941989743513601
583,twittersphere,"META_Technology_Social-Media,META_Online-Assessment",1144941989743513601
584,Katharina Schultens macht den Anfang,CONTENDER_General,1144156123722899457
585,Video-Porträt,META_Videoportrait,1144156123722899457
586,Frau Schultens sitzt,CONTENDER_General,1144155801331875840
587,Gerät,META_Technology_Social-Media,1144984702853533697
588,Browser,META_Technology_Social-Media,1144984702853533697
589,Geräten,META_Technology_Social-Media,1144984702853533697
590,kommen auch viele Votings rein,META_Voting,1144984702853533697
591,publikumspreis,META_Voting,1144984702853533697
592,abgestimmt,META_Voting,1144977937315315713
593,Neue Sitzordnung der Jury,JURY_Seating,1144155182911184896
594,Es läuft the Cure im Studio #tddl,META_Music,1144152841105346561
595,zeitgenössische Texte,META_Literature_Literary-Prizes,1144966602842103809
596,https://twitter.com/JayromeRobinet/status/1144722220796825601,META_Online-Assessment,1144966602842103809
597,Es kann losgehen #tddl,META_Main-Event,1144151736115978240
598,Bachmann Prize,META_Main-Event,1144967118527578112
599,German-language literary culture,META_Literature_Literary-Prizes,1144967118527578112
600,https://twitter.com/sibaerisch/status/1144942859205914624,META_Online-Assessment,1144967118527578112
601,Bachmannwettbewerb,META_Main-Event,1144151858874855424
602,live auf 3sat oder über https://bachmannpreis.orf.at/stories/ondemand,META_Technology_Social-Media,1144151858874855424
603,Hashtag ist #tddl.,META_Technology_Social-Media,1144151858874855424
604,servicetweethttps,META_Technology_Social-Media,1144151858874855424
605,Bachmannwettbewerb,META_Main-Event,1144152946088775680
606,https://twitter.com/tddlit/status/1144146362600214529,META_Online-Assessment,1144152946088775680
607,er,JURY_General,1144978547355934721
608,tddl,META_Main-Event,1144978547355934721
609,leichter wind,META_Weather,1144155236715683840
610,vom wasser. #tddl #lendhafen,META_Location,1144155236715683840
611,Link für den Publikumspreis,META_Technology_Social-Media,1144985079694991361
612,Publikumspreis,META_Voting,1144985079694991361
613,"Video""portraits""",META_Videoportrait,1144156081305915393
614,Martin Beyers Text über die Hinrichtung dreier Mitglieder der Weißen Rose,TEXT_General-Content_Plot,1144941977852698625
615,Streit in der Jury,JURY_Discussion_Valuation,1144941977852698625
616,"Ein Text, der so nicht geschrieben werden darf",JURY_Quote,1144941977852698625
617,"Ein Text, der so nicht geschrieben werden darf, so Winkels",JURY_Discussion_Valuation,1144941977852698625
618,Text,TEXT_General,1144941977852698625
619,Eine Grenze überschritten sieht @KlausKastberger,JURY_Discussion_Valuation,1144941977852698625
620,Wiederstein & @gomringernora halten dagegen,JURY_Discussion_Valuation,1144941977852698625
621,was hättest du gemacht?,"JURY_Quote,JURY_Discussion_Valuation",1144943147656654848
622,Text,TEXT_General,1144943147656654848
623,Klagenfurter Kleidungsstücke 2019,"CONTENDER_Appearance_Clothing,JURY_Appearance_Clothing",1144944821074837504
624,Funzt der Link,META_Technology_Social-Media,1144944821074837504
625,#tddl -Diskussion beteiligten TwitteranerInnen,"META_Technology_Social-Media,META_Online-Assessment",1144950570421297152
626,Emile erinnerte ein dunkles Gluckern,TEXT_Quote,1144160274943029248
627,Kein Erinnern ohne An.,TEXT_Language_Style,1144160274943029248
628,tddl,META_Main-Event,1144158657447366657
629,Video,META_Videoportrait,1144158939308789761
630,Text,TEXT_General,1144158939308789761
631,beim Zuhören,READING_General,1144158939308789761
632,ihn,TEXT_General,1144158939308789761
633,tddl,META_Main-Event,1144160625020559360
634,"Du stehst mit dem Rücken zu deiner Chimäre, Emile!",TEXT_Quote,1144160989866274816
635,Literatur in Klagenfurt,META_Literature_Literary-Prizes,1144118931390697472
636,Frauen in der Überzahl,CONTENDER_Gender,1144118931390697472
637,"Winkels hält den Text für obszön, die Figuren nicht für ambivalent.",JURY_Discussion_Valuation,1144940685877026818
638,Text,TEXT_General,1144940685877026818
639,Figuren,TEXT_Characters,1144940685877026818
640,buchmannpreis,META_Main-Event,1144161058145361920
641,tddl,META_Main-Event,1144160422364352512
642,Habe metadicke Pflanzen verstanden,READING_Pronunciation_Intonation_Understandability,1144159850810753024
643,tddl,META_Main-Event,1144159197833175040
644,https://twitter.com/liaghtsout/status/1144158919843094529,META_Online-Assessment,1144159197833175040
645,angekündigt von Hubert Winkels,JURY_Discussion_Valuation,1144158354425729024
646,Katharina Schultens,CONTENDER_General,1144158354425729024
647,von Fehlgeburten erzählt,TEXT_General-Content_Plot,1144158354425729024
648,Jury,JURY_General,1144158354425729024
649,kayfabe -Rede,META_Opening-Speech,1144158354425729024
650,tddl-Grind,META_Main-Event,1144948107576320000
651,Follower,META_Technology_Social-Media,1144948107576320000
652,Wendungen,TEXT_General-Content_Plot,1144946487681527808
653,Wortschatz der Landserheftchen,TEXT_Language_Style,1144946487681527808
654,"An alle, die sich über Kitsch und Klischees beschweren",META_Online-Assessment,1144943034238455808
655,Kitsch und Klischees,TEXT_General-Content_Plot,1144943034238455808
656,Täter-Erzähler,TEXT_PoV_Narration,1144943034238455808
657,Was-darf-Literatur-und-was-nicht-Diskussion,JURY_Discussion_Valuation,1144942228135170050
658,Video-Portrait,META_Videoportrait,1144156287095267328
659,Christian Ankowitsch,JURY_General,1144155544397254657
660,Ernst A. Grandits,JURY_General,1144155544397254657
661,Ijoma A. Mangold,JURY_General,1144155544397254657
662,Birnbacher,CONTENDER_General,1144961637495033857
663,Schultens,CONTENDER_General,1144961637495033857
664,Heute beginnt es,META_Main-Event,1144153613268344832
665,Katharina Schultens,CONTENDER_General,1144153613268344832
666,Sarah Wipauer,CONTENDER_General,1144153613268344832
667,standseilbahn,CONTENDER_General,1144153613268344832
668,Silvia Tschui,CONTENDER_General,1144153613268344832
669,Bachmannpreis,META_Main-Event,1144150344785682432
670,tddl,META_Main-Event,1144150344785682432
671,Dass Kriege die Menschen verändern,TEXT_General-Content_Plot,1144987110488838145
672,Silvia Tschui,CONTENDER_General,1144987110488838145
673,Lesen! Lesen! Lesen! Lesen!,"TEXT_General,READING_General",1144154664268697601
674,tddl,META_Main-Event,1144154664268697601
675,technische Probleme,META_Technology_Social-Media,1144973332783214592
676,Abstimmzeit,META_Voting,1144973332783214592
677,weiterführender Link,META_Technology_Social-Media,1144969945819885569
678,publikumspreis,META_Voting,1144969945819885569
679,"nur Nora Gomringer weiß, dass es auch nach 1984 viele gute Dystopien gab ...",JURY_Discussion_Valuation,1144985615043313664
680,Nora Gomringer,JURY_General,1144985615043313664
681,1984,ALLO-REFERENCES_TEXT_Other-Text,1144985615043313664
682,tddl,META_Main-Event,1144985615043313664
683,Insa Wilke,JURY_General,1144985615043313664
684,Insa Wilke kennt Ursula K. LeGuin,JURY_Discussion_Valuation,1144985615043313664
685,Ursula K. LeGuin,ALLO-REFERENCES_TEXT_Other-Author,1144985615043313664
686,Bachmannpreis,META_Main-Event,1144154627249717248
687,#tddl muten,META_Technology_Social-Media,1144154627249717248
688,Clemens Setz' https://bachmannpreis.orf.at/stories/2987078/,META_Opening-Speech,1144150327521939457
689,Bachmann-Wettbewerb,META_Main-Event,1144961305167769600
690,Autorin,CONTENDER_General,1144961305167769600
691,Jury mit ihrer Deutung,JURY_Discussion_Valuation,1144961305167769600
692,tddl ab 10 Uhr live,META_Main-Event,1144153571925069824
693,live auf @3sat oder im Livestream,META_Technology_Social-Media,1144153571925069824
694,Literatur,META_Literature_Literary-Prizes,1144155569667923968
695,Videoportär,META_Videoportrait,1144156318737031168
696,Text,TEXT_General,1144156318737031168
697,"Martin Beyers Roman ""Und ich war da""",TEXT_General,1144942429851791361
698,Text,TEXT_General,1144942900905684993
699,"Preise für: Ronya Othmann, Sarah Wipauer, Birgit Birnbacher und Ines Birkhan",META_Voting,1144945631422832640
700,Ronya Othmann,CONTENDER_General,1144945631422832640
701,Sarah Wipauer,CONTENDER_General,1144945631422832640
702,Birgit Birnbacher,CONTENDER_General,1144945631422832640
703,Ines Birkhan,CONTENDER_General,1144945631422832640
704,Ich wünsche mir Preise für · Katharina Schultens · Birgit Birnbacher · Ines Birkhan,META_Voting,1144947998822141953
705,Katharina Schultens,CONTENDER_General,1144947998822141953
706,Birgit Birnbacher,CONTENDER_General,1144947998822141953
707,Ines Birkhan,CONTENDER_General,1144947998822141953
708,Sätze,TEXT_Language_Style,1144158227506114562
709,Valium-Lesetempo hört,READING_Flow_Rhythm_Punctuation,1144158227506114562
710,tddl,META_Main-Event,1144159114647527425
711,Keyfabe,META_Opening-Speech,1144159833119219712
712,https://twitter.com/DorisBrockmann/status/1144159675333713920,META_Online-Assessment,1144159833119219712
713,tddl,META_Main-Event,1144160425388494848
714,Wer wünscht sich nach dem Schultens-Text keine eigene Chimäre?,TEXT_General-Content_Plot,1144161168635944965
715,Grundton der Jury,JURY_Discussion_Valuation,1144940697675554816
716,Text,TEXT_General,1144940697675554816
717,tddl,META_Main-Event,1144123477542285312
718,"Texte, die sich besser vorlesen/hören lassen",TEXT_General,1144160396099706880
719,Autor*innen,CONTENDER_General,1144160396099706880
720,Ally Kleins Text,TEXT_General,1144160396099706880
721,zum Vorlesen/Zuhören,READING_General,1144160396099706880
722,gelesen,READING_General,1144160396099706880
723,Andere,TEXT_General,1144160396099706880
724,dicht,TEXT_Language_Style,1144160396099706880
725,"»Das Summen hatte keinen Anfang, es war einfach da.«",TEXT_Quote,1144161049953951744
726,Schultens-Text,TEXT_General,1144158553822892032
727,Namen,TEXT_Characters,1144158553822892032
728,Text,TEXT_General,1144159216426455040
729,sprachlich,TEXT_Language_Style,1144159216426455040
730,in der Nachbesprechung wird Thomas Bernhard genannt,"JURY_Discussion_Valuation,ALLO-REFERENCES_TEXT_Other-Author",1144946612688609287
731,tddl,META_Main-Event,1144948623932907520
732,Wiederstein-Autoren,CONTENDER_General,1144942102272454658
733,Shortlist,META_Shortlist,1144942102272454658
734,@clemensetz zitieren,META_Opening-Speech,1144942863442173953
735,Beyer,CONTENDER_General,1144944782277533697
736,"Beyer benutzt Kitsch, um eine Figur mit Kitschanteilen zu schreiben, und er benutzt den Kitsch auch für alles andere",TEXT_General,1144944782277533697
737,Figur,TEXT_Characters,1144944782277533697
738,neue sitzordnung,JURY_Behaviour,1144155528412745729
739,Videoportrait,META_Videoportrait,1144156178697637888
740,ankowitsch,JURY_General,1144150547152478212
741,fächerübergreifender Punkah im Studio,META_Location,1144153644855648256
742,Texte,TEXT_General,1144974942259351552
743,Sarah Wipauer,CONTENDER_General,1144974942259351552
744,Ronya Othmann,CONTENDER_General,1144974942259351552
745,Brigit Birnbacher,CONTENDER_General,1144974942259351552
746,Julia Jost,CONTENDER_General,1144974942259351552
747,Publikumspreis,META_Voting,1144974942259351552
748,Ines Birkhan,CONTENDER_General,1144974942259351552
749,wettschwimmen,META_Side-Event,1144987414005465093
750,tddl,META_Main-Event,1144987632985935873
751,standseilbahn zitate,TEXT_General,1144975560063508481
752,Frau Keller hat die alle weggefächert.,JURY_Behaviour,1144153774216351744
753,https://twitter.com/engl/status/1144153162628108289,META_Online-Assessment,1144153774216351744
754,Ich-Bin-Autor-Videos,META_Videoportrait,1144150832138637313
755,"Versuche, das Format Vorstellungsvideo zu ironisieren",META_Videoportrait,1144150832138637313
756,Videoportraits,META_Videoportrait,1144156148532219905
757,Texte,TEXT_General,1144156148532219905
758,Internet-Applaus,META_Technology_Social-Media,1144155329317560320
759,Teilnehmerinnen und Teilnehmer,CONTENDER_General,1144155329317560320
760,Livestream,META_Technology_Social-Media,1144155329317560320
761,tddl,META_Main-Event,1144944667013857282
762,"Kastberger Text ""unerträglich"" nennt",JURY_Discussion_Valuation,1144942770248978432
763,Text,TEXT_General,1144942770248978432
764,unerträglich,JURY_Quote,1144942770248978432
765,Lesung,READING_General,1144942770248978432
766,Gmünder,JURY_General,1144942044495958018
767,tddl,META_Main-Event,1144949058227884032
768,5 Texte,TEXT_General,1144949058227884032
769,5 Texte denen ihr Punkte geben würdet,META_Voting,1144949058227884032
770,Wipauer,CONTENDER_General,1144949058227884032
771,Othmann,CONTENDER_General,1144949058227884032
772,Schultens,CONTENDER_General,1144949058227884032
773,Jost,CONTENDER_General,1144949058227884032
774,Birnbacher,CONTENDER_General,1144949058227884032
775,Ich-Erzähler,TEXT_PoV_Narration,1144947072573083650
776,sowas Ähnliches,TEXT_General,1144159307359031298
777,Der Text wird von der Autorin leider etwas ins Lethargische gelesen,READING_Pronunciation_Intonation_Understandability,1144158630167678977
778,Überalterung im Publikum,ONSITE-AUDIENCE_Age,1144160314553982977
779,15-jährigen,ONSITE-AUDIENCE_Age,1144160314553982977
780,Wettlesen am W�rthersee,META_Main-Event,1014812423205916672
781,am W�rthersee,META_Location,1014812423205916672
782,Das Setting,META_Location,1014812423205916672
783,das Publikum l�uft herrlich anarchisch durch das Livebild,ONSITE-AUDIENCE_Behaviour,1014812423205916672
784,durch das Livebild,META_Montage,1014812423205916672
785,Figuren im Text,TEXT_Characters,1014814182280171521
786,Figuren im Text schlafen miteinander,TEXT_General-Content_Plot,1014814182280171521
787,Husten im Publikum,ONSITE-AUDIENCE_Behaviour,1014814182280171521
788,�Bitte sitzen bleiben! Wir sind noch nicht fertig!�,JURY_Quote,1014825100921720832
789,lustig flottierende Publikum,ONSITE-AUDIENCE_Behaviour,1014825100921720832
790,im Klagenfurter @3sat-Studio,META_Location,1014825100921720832
791,"Publikum gef�llt: Sonnenbrille, Sommerhut",ONSITE-AUDIENCE_Appearance_Clothing,1014845016794193920
792,"Publikum gef�llt: Sonnenbrille, Sommerhut, viel F�chern mit 3sat-F�chern",ONSITE-AUDIENCE_Behaviour,1014845016794193920
793,90% der Zuh�rer im Studio,ONSITE-AUDIENCE_General,1014857863615991808
794,im Studio,META_Location,1014857863615991808
795,"�hnliches erlebt, wie im Text beschrieben",TEXT_General-Content_Plot,1014857863615991808
796,Lesungen,READING_General,1014914347922059264
797,Gespr�che.Jeweils,JURY_Discussion_Valuation,1014914347922059264
798,Texte,TEXT_General,1014914347922059264
799,Publikum,ONSITE-AUDIENCE_General,1014914347922059264
800,Geschehnisse rund um den Bachmannpreis,META_Main-Event,1014914347922059264
801,Das Studiopublikum lacht,ONSITE-AUDIENCE_Behaviour,1015145143278718976
802,Zusammenschnitt des Vortrags,META_Montage,1015145143278718976
803,Vortrags,READING_General,1015145143278718976
804,Husten im Publikum,ONSITE-AUDIENCE_Behaviour,1015150130134179841
805,eine ganze Reihe Publikum aufspringen und rufen m�ssen,ONSITE-AUDIENCE_Behaviour,1015160116243521536
806,tddl,META_Main-Event,1015160116243521536
807,Szenenapplaus,ONSITE-AUDIENCE_Behaviour,1015164880033320960
808,klopfjazz,META_Music,1015164880033320960
809,Langer Applaus,ONSITE-AUDIENCE_Behaviour,1014600924126425088
810,Rede Zaimoglus,META_Opening-Speech,1014600924126425088
811,Publikum ist aber dankbar,ONSITE-AUDIENCE_General,1015181254889787392
812,worum es geht,TEXT_General-Content_Plot,1015181254889787392
813,Text von Tanja Maljartschuk,TEXT_General,1015181371101401088
814,Tanja Maljartschuk,CONTENDER_General,1015181371101401088
815,Geschichte,TEXT_General-Content_Plot,1015181371101401088
816,Applaus am Schluss,ONSITE-AUDIENCE_Behaviour,1015181371101401088
817,Applaus,ONSITE-AUDIENCE_Behaviour,1015181409290514433
818,Maljartschuk,CONTENDER_General,1015181409290514433
819,Applaus,ONSITE-AUDIENCE_Behaviour,1015181467759136768
820,"Endlich Literatur, sagt Nora Gomringer","JURY_Quote,JURY_Discussion_Valuation",1015181467759136768
821,Literatur,TEXT_General,1015181467759136768
822,Kollektives Aufatmen,ONSITE-AUDIENCE_Behaviour,1015181731803095041
823,klassisch erz�hlte Geschichte,TEXT_PoV_Narration,1015181731803095041
824,es regnet gleich,META_Weather,1015202911784243200
825,publikum w�rde wohl trotzdem sitzen bleiben,ONSITE-AUDIENCE_Behaviour,1015202911784243200
826,manche im Publikum sehen aus wie ich,ONSITE-AUDIENCE_Appearance_Clothing,1015213981869445121
827,Applaus,ONSITE-AUDIENCE_Behaviour,1015217572126580736
828,kriegt Herr Neft den Publikumspreis,META_Winner_Award-Ceremony,1015217572126580736
829,Herr Neft,CONTENDER_General,1015217572126580736
830,Applaus,ONSITE-AUDIENCE_Behaviour,1015218264371326976
831,diesen #tddl18,META_Main-Event,1015218264371326976
832,Anselm Neft,CONTENDER_General,1015218264371326976
833,Show,READING_General,1015218264371326976
834,gelesen,READING_General,1015218264371326976
835,Flashbacks,TEXT_General-Content_Plot,1015218264371326976
836,Lacher im Studio,ONSITE-AUDIENCE_Behaviour,1015511946228043776
